unique_hash,text,drug
b08a93c6e1a53c9375fb507763d78f355a1ddee8,Ive just switched from Remicade I developed antibodies to Remicade while doing the loading doses and possibly druginduced lupus Felt like Id been beat up everything hurt daily frequency hit an all time high with lots of blood and gore Now it is two months later Ive had two loading doses of Entyvio going for 3 next week Frequency is around 5  6day but usually formed Gut pain is mostly gone Is it the Entyvio the pred or just the Remicade getting out of my system Dunno Ive also been taking psyllium seed faithfully F 54 UC Symptoms started January 2016 diagnosis July 2016 after colonoscopy 2nd colonoscopy August 2017 confirms left sided UC Intolerant to mesalamines and azathioprine Remicade started Feb 2018 discontinued bc antibodies and severe joint pain Predisone SeptNov 2016 DecJan 2017 March 2017  May 2018 July 2018  ,entyvio
99fb9c57005f57b359a8cd8bc77eeeb9b0b43412,they are kinda cute   especially compared to the enormous Lialda pills 58 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Remission since 1016 confirmed by scope in Dec 16 Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day,entyvio
7f25ea74f37c333f9f61f039d982a950abc910b5,The investigational anti47 integrin antibody abrilumab in different doses significantly improved 8week remission rates versus placebo in refractory patients with moderate to severe ulcerative colitis UC a phase IIb trial found Significant improvements were also observed in clinical response and mucosal healing at week 8 according to the international team of researchers Our data further support the mechanism of targeting the anti47 pathway as a therapeutic option for the management of moderate to severe UC and the use of anti47 levels as a potential prognostic indicator in UC wrote William J Sandborn MD of the University of California San Diego and colleagues As they explained in their study online in Gastroenterology  the influx of immune cells into gut mucosa mediated through integrindependent leukocytes plays an important role in IBD pathogenesis The cellular adhesion molecule 47 integrin mediates stable adhesion to high endothelial venules and promotes lymphocyte migration across the endothelial wall The team noted that restricting homing of lymphocytes to the gastrointestinal tract by blocking essential integrinmediated interactions has been an area of intensive clinical research over the past 2 decades and targeting gutselective lymphocyte trafficking is a promising therapeutic strategy in IBD Study Details During 20122015 Sandborn and coauthors recruited 359 patients with a mean age of 40 from 92 centers in North America Europe and Australia Patients had a total Mayo Score of 612 and a rectosigmoidoscopy score of 2 with inadequate response or intolerance to immunosuppressives tumor necrosis factor TNF antagonists andor corticosteroids Participants were randomized to receive subcutaneous abrilumab 7 21 or 70 mg on day 1 weeks 2 and 4 and every 4 weeks abrilumab 210 mg on day 1 or placebo Demographic and disease characteristics were similar across the three groups The primary endpoint was remission total Mayo Score 2 points no individual subscore 1 point for the two highest dosages at week 8 Key secondary endpoints were response and mucosal healing at week 8 After the initial doubleblind phase treatment continued through 24 weeks Following randomization a total of 354 patients were included in the 8week doubleblind phase Of these 238 patients received 1 dose of the investigational drug and 116 received placebo By week 8 332 patients had completed the initial phase The nonadjusted remission rates were 43 for the placebo group and 133 and 127 for the abrilumab 70mg and 210mg groups respectively  P 005 for both doses versus placebo That translated into an odds ratio OR of achieving remission with abrilumab 70 mg of 335 90 CI 141795 P 0021 and with 210 mg of 333 90 CI134 826 P 0030 The authors noted however that these rates were lower than the 21 anticipated in the sample size calculation The 8week clinical response and mucosal healing rates at the two higher doses were also significantly greater versus placebo with ORs of 278 at 70 mg and 257 at 210 mg The odds of mucosal healing were also higher ORs of 234 and 210 respectively Adverse event rates were comparable across groups through treatment week 24 with 68 of placebo recipients and 63 of abrilumab recipients reporting at least one treatmentemergent adverse event of any grade The safety profile is comparable to that of vedolizumab Entyvio the authors noted Higher baseline concentrations of the antibody were a favorable prognostic indicator in UC disease activity and Mayo Score response but not a predictive biomarker of abrilumab response No cases of progressive multifocal leukoencephalopathy or deaths occurred The researchers cited several limitations to the study including a systematic misalignment of treatments that led some patients randomized to the abrilumab 7mg group to erroneously receive 70 mg and some randomized to the 21mg group to erroneously receive placebo These patients were analyzed based on the actual treatment received with no impairment of blinding and minimal change to the studys power of detection Sandborn and coauthors noted Additionally they said because the study was short term it did not fully evaluate continued treatment following induction of remission at 8 weeks Although we observed a trend toward treatment effect at week 24 for the 70mg multidose group longerterm phase III studies evaluating clinical remission and response rates beyond 24 weeks are required to draw conclusions on the durability of treatment response the researchers wrote Finally conclusions regarding treatment responses based on previous TNF antagonist treatment are limited but initial findings suggested potential benefit in both naive and exposed patients,entyvio
7c0238229740fa3b9a1ffa1868bf501434562782,I have been at least moderately overweight for most of my adult life sometimes borderline obese After getting UC I dropped 35 pounds in 5 months I regained 10 and am now close to my ideal weight Blood pressure is down resting pulse rate is down cholesterol is lower back pain is improved Aside from UC my general health is otherwise improved A silver lining to the cloud of UC Male 54 Dxd w UC 2013 flare since 414 Asacol HD 800mg 6day Start Remicade 1214 nonresponsive DCd 315 Start Humira 815 nonresponse DCd 1215 Hydrocortisone enemas helped regressed after stopping Start Entyvio 122015 Restart hydrocortisone 122015 Start UMass IBDAID diet 122015 Improved w Entyvio hydrocortisone IBDAID Colonoscopy showed clinical remission in 12017,entyvio
4550a5cf998f7a53770502be18a9eaa2e93b3bda,The best doctors for treating IBD are doctors who are highlytrained specialists in IBD ie gastroenterologists They know which are the important diagnostic tests and they understand the  292019 753 AM Ulcerative Colitis Dietary interventions for induction and maintenance of remission in inflammatory bowel disease So the authors conclusions are The effects of dietary interventions on CD and UC are uncertain Thus no firm conclusions regarding the benefits and harms of dietary interventions in CD and UC can  292019 448 AM Ulcerative Colitis Flaring after long term remission with fecal transplants Hi i am in europe there are a few hospitals here playing with FMT and in fact my own hospital is just starting experimenting with them now But my dr said he doesnt think its a miracle cure  282019 1236 PM Ulcerative Colitis Humira worked like a charm 15 yearsnow what I would save your hardearned money and see a gastroenterologist Personally i have had bad experiences with holistic doctors as well as wasting a ton of time and money  282019 913 AM Ulcerative Colitis Does pred always lose effectiveness over time I mean that its only meaningful to compare the current state of inflammation with how it was in the beginning if you would come off all the medication that you use to treat the colitis assuming in  282019 840 AM Ulcerative Colitis Does pred always lose effectiveness over time I also think its difficult to compare the inflammation you have now on medications with the prediagnosis inflammation In terms of symptoms and disease extent my first flare before starting  272019 1139 PM Ulcerative Colitis Ok here I am back with more questions I was conscious for my last scope since we only went into the rectum and lowest sigmoid colon and i watched every time they took a biopsy there was bleeding makes sense if you think about it The  272019 107 AM Ulcerative Colitis Just saw my GI and hes recommending Xeljanz but Im scared Thanks ipoop i am learning microbiology from your posts  Since we are on a role this is the why is xeljanz so expensive article very interesting if only to see that people working in  252019 205 PM Ulcerative Colitis Just saw my GI and hes recommending Xeljanz but Im scared I love your perspective It is definitely an emotional rollercoaster being on the last drug before surgery And I can identify with all the positives that you mention post successful surgery  252019 109 PM Ulcerative Colitis Just saw my GI and hes recommending Xeljanz but Im scared fwiw this is the xeljanz is not a biologic press release from pfizer httpswwwncbinlmnihgovpmcarticlesPMC5198242 I think the advantage of this is that you dont develop antibodies to  252019 1218 PM Ulcerative Colitis Just saw my GI and hes recommending Xeljanz but Im scared Probably but i think its a live vaccine so i could not take it as i switched directly from azathioprineentyvio  252019 1117 AM Ulcerative Colitis Just saw my GI and hes recommending Xeljanz but Im scared ps here is an article with the safety profile for xeljanz  252019 1054 AM Ulcerative Colitis Just saw my GI and hes recommending Xeljanz but Im scared Xeljanz has been shown specifically to give a higher risk of getting shingles than someone not taking any drugs But when i compared the infection rates to azathioprine they were actually comparable,entyvio
ec9d7302b0e7e14619ad1853e690ea0f48a31b24,If you just now reached the one month mark on imuran then that does give me a little pause I assumed youd been on it for enough time It takes a minimum of 6 weeks for that slow working medication to work but often 8 weeks or more Often its a combination of an immunomodulator and biologic that produces the best results for us Id see what the humira antibody test says maybe try weekly on humira Give yourself another month and wait and see Make sure the imuran is fully working 1st Remicade does show slightly better results for UC patients than humira but emphasis on slightly If your symptoms arent horrible you could give remicade a shot and then wait 6 weeks to see if it helps if you and the doctor feel thats your best course of action Theres some logic in trying remicade if it were me Id worry about reduced odds of success with another tnfalphablocker unless humiraantibodies are found If youre not seeing improvements then likely entyvio no humira antibodies found imural is given enough time The biggest downside is it is very slow working 1012 weeks Weve had some recent success posts on it Certainly want you to know all of your options so you can make the best decision Post Edited iPoop  1192017 60815 AM GMT7,entyvio
1b954e9a0825f544bc092dcd7b567c1497351a14,IVIG had me in remission for 3 years with a cdiff blip it saved my life and legs literally While Ive been flaring for more than 2 years its keeping me in a reasonable somewhat tolerable yet annoying flare at 6 timesday Ive just received a double dose hoping it would put me firmly in remission since Entyvio hasnt done a thing So while my GIs have thus far refused to publish my case for the benefit of all I can say they are advocating for me and see how helpful its been female Canada IVIG pentasa tappering Giving Entyvio a fair shot 5 infusions so far No change UCCrohns  tested positive for MAP antibodies PG in remission Flaring for 2 years 6day no b or m urgency SEVERE URGENCY did I mention urgency,entyvio
d78b888bb0647191444eaebbecbb592f29785eaf,Thanks for sharing details This medicine sounds hopeful I just took my last loading dose of Entyvio today I cant say I have seen any improvement from it yet 36yr old mother of 3 Moderate Pancolitis 1317 Hosp 1 week on Solumedrol Delzicol Apriso pred then switched to Balsazide 750 mg and Uceris 9 mg 3 wks Minor flare in August flare since Oct 20 Acute pancreatitis from Balsalazide hosp 2 days Started Humira 121517 reaction Entyvio 11218 Down to 20 mg Pred Veg gf no cows milk multi calmag Aroga Purrium,entyvio
e0696714a544d3c27c569fe1ee0da1cc9c544e3a,Im honestly not feeling any symptoms whatsoever No urgency no cramps no blood stools are solid I honestly feel like I never even had a UC flare which is INSANE and I never thought Id get to this point with how awful I was feeling back in December 27 years oldFemale  Diagnosed December 2017 Ulcerative PancolitisCMVAnemiaLiver damage Remicade  FAILED Prednisone  FAILED RESPONSE Tacrolimus bridging biologic Entyvio currently on dose 6  Only medication currently Uceris secondary bridging biologic due to symptom return x2 Iron Infusions Blood Transfusion Current Case Study MemberPatient  UT Southwest in Dallas TX,entyvio
3f9f80bf0997cd0f511d36c90ddbae7f5f6a2a29,Thats great news mk I feel like doing a happy dance for you Will be interested in what your doc says about how long shes had anyone on it My doc only has a few patients on Entyvio and I am the only one who is using it as a first biologic My first infusion is scheduled for Friday evening Will post updates in this thread Hope I have as much success as you 57 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Current meds Asacol HD 2 Tabs 3xday Prednisone Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day homemade Nopal water Past Apriso Colazal Lialda Uceris azathioprine had to discontinue due to elevated liver enzymes Waiting on insurance to start Entyvio,entyvio
e9c166f1b9f4a2a65725d8c713ae56d0ca075938,To deal with the roid rage I do anything I can to distract my thoughts  long walks gardening funny moviesTV shows decadent treats food clothes SHOES Sorry you missed your vacation Hopefully you can find a way to enjoy your stay at home vacation instead My mantra  this too shall pass 58 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Remission since 1016 confirmed by scope in Dec 16 Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day,entyvio
f05bf18a0458014b8d9694758feaa4665d2cfe36,Good luck with entyvio at least thats a completely new treatment for you and hope of a different result,entyvio
bc64b4a4a1bbb7477cd09f1064f4dde7ee2298ca,Thanks Jonock That is very useful Can you post a link to where you buy yours from Also how is it helping your symptoms now Take care Ulcerative Colitis since July 2000 Pred 20mg Upadacitinib clinical trial  since October 2017 Colazide 675g Entyvio Vedolizumab since January 2010  STOPPED Oct 2016  Lost response Azathiporine 125mg  STOPPED due to clinical trial,entyvio
0bfdc264f81abd2023d741916293bc16ff230079,I literally had my 5th Entyvio infusion today No great improvement so far Hmm,entyvio
b916c637413dfe2badb013a1d4423a6eef85cc2b,I tried Humira but it didnt do anything for me But I probably waited to long to start it I had been on prednisone for 6 months which stopped working I tried Imuran first which didnt help and then moved on to Humira I took that for almost 3 months with no change so I had surgery I just and step 2 of 3 last month Ive been dealing with flares for 17 years I couldnt get in remission with the bigger drugs so my next step was surgery in order to have any quality of life Best decision I have made I wouldnt hold back trying Humira or even Entyvio though that one takes longer to work because if it gets to bad they may not help at all Good luck Diagnosed in 2001  Left Side UC Vit D Vit C Multivitamin Previously tried colozal lialda asipro sulfasalazine rowasa canasa hydrocortisone enemas Imuran and Humira  they all failed or made symptoms worse Step 1 of 3  Surgery on 12918 Step 2 of 3  Surgery on 8618,entyvio
575c52a9a4a7772f4744627e3ba85b656c74e8fa,You pointed out that there certainly can be cases where meslamines could help chrohns patients But theyre not really Crohns patients are they At the least its borderline Crohns without all of the features of normal Crohns eg transmural inflammation Single payer seems to have its benefits and drawbacks I got onto Remicade Humira and Entyvio pretty quickly Im not saying everyone on the NHS is that lucky but not everyone in America is that lucky either The waiting times are vastly exaggerated by those who have vested interests in downplaying national healthcare But even if you do have to wait longer in some cases for me Id rather do that than pay 10K a year for decent quality healthcare It also cant be a coincidence that almost all of the medications and even the surgical procedures used by members here werent developed in countries with a nationalized health care system That has to mean something I dont know about that Europe and Japan has come out with treatments for IBD that seem to have been entirely ignored by America eg adacolumn apheresis Thomas Borody is busy plugging away on his antiMAP pill in Australia and prof John Hunter on his antiMAP vaccine in the UK And a surgery that I am keenly interested in has originated in Europe ostomycurecom Reckon wed manage without Americas input tbh PS How did I forget about the jpouch My first hospital St Marks invented that,entyvio
3d21135ff9a4522af17565a8675d8923b375e88f,Remember too that tapering off of steroids can lead to a lot of fatigue Youve been tapering down from 60mg while youve been on the Entyvio so its possible that is the cause If it persists for several weeks after youve fully tapered off the pred then it might be the Entyvio But right now Id say its more likely the UC itself or the pred taper,entyvio
33793bb50f8fdf53e86c149fdad216ea3d26960b,Did the doctors say why they dont think you can be on rectal meds long term Doesnt make sense to me You should be on both oral and rectal meds at the same time Once you are in remission you could cut back on the rectal meds but still use them occasionally for maintenance Stay on the oral meds daily even in remission When you were on Lialda how much were you taking Have you ever had a colonoscopy What city are you located in Maybe you could start a new post and ask for a GI recommendation You need a gastro doc that has extensive experience with IBD  not all gastros are alike You have to be persistent and your own advocate with this disease It can be frustrating until you can find a doctor you can work well with Hang in there 58 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Remission since 1016 confirmed by scope in Dec 16 Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day,entyvio
e519e50d522401af0714ff233e3780e03a27ce1f,Good luck with Entyvio Spring That one was my GIs first choice too Hope it works well for ya Dx 2011 Flared Sept 2017  severe pancolitis Prednisone  5mg tapering started at 40 4Lialda Rowasa  nightly Imuran 75mg Humira Multivitamin Calcium Vit D,entyvio
0d8db5dc0bebd5ed851570510a874455bb929fcd,Hi all Its been a while I was nearly going to have my first surgery 9 years ago when I tried Humira as a last ditch attempt to avoid it I was getting blood transfusions every couple months and I was as thin as a rail Needless to say Humira was a miracle Ive gained 30 lbs this is a good thing my haemoglobin and iron have been normal and for the most part Ive felt great and have lived a full and normal life Anyway the past 5 days havent been so good and tonight I did some catching up on treatments in case the Humira is not going to keep working Honestly I wonder if Im getting therapeutic benefit at all from the Humira since Ive been taking it for 9 years and I could have developed antibodies Its great to see there have been at least a couple new treatments added Anyway I took one dose of Remicade 16 years ago  back when they just gave you one treatment It worked great right away but then of course the benefit wore off I know there used to be concern that infrequent use of Remicade can increase the likelihood of antibodies Is this still the current thinking I was thinking that since Remicade worked for me before and because its an antiTNF like Humira  it might be a good next step Then I could keep the newer options like Stelara and Entyvio in my pocket for possible future use What are your thoughts Its nice to recognize some familiar names Ides straydog NCOT 73monte beave Mike  42 yo male Dxed in 1999 No surgeries Current meds Humira 22709 Proferrin iron pills Flax oil probiotic Pervious meds 6MP some success MTX nightmare AsacolPentasa useless No gluten Post Edited Rider Fan  5302018 104847 PM GMT6,entyvio
193d21840d1ac96342a4a6d9f11deaa0c941999d,I see both sides and definitely dont see this disease as a reason not to have children With that said I do not want children and my disease was a factor in that decision and not the entire reason My father has UC and a mild case at that Has never been on prednisone or been hospitalized Sometimes I can see how hard it is on him to see me so sick and why is my case so much worse than his Diagnosed with Crohns in 1998 diagnosed with PSC 2015 Meds triedmesalamines imuran 6mp remicade humira entyvio Simponi Methotrexate Surgery 1062015  colon resection with loop ileostomy Surgery 12182015  ostomy closure Disease came back right away and worse Surgery 332016  total proctocolectomy  so happy to have my stoma back,entyvio
25d9cfbfcc827708f6e874f37ce59902481ac6ec,I dont have experience with Entyvio but have read that it hasnt been very well recieved It seems that Stelara is getting the best reviews of the newer antiTNFs One of the consistent criticisms of Entyvio is that it takes quite a long time to work It might be a good choice for you just recommend that you do some homework first My daughter was diagnosed Feb 1907 13 yrs old at time of diagnosis with Crohns of the Terminal Illium Has used Prednisone and Pentasa Started Imuran 0209 had an abdominal abscess 1208 2cm of Stricture Started Remicade in Feb 2014 along with 100mgs of Imuran,entyvio
e83f274751debb47b54a9b9a7d3276a3292bf53b,Good question The study does PCR assay of the stool along with stool culture They screen their donors over the course of years so that they really get to know their lifestyle habits In general donors are chosen based on these factors  no history of GI problems  no history of mental health problems  no history of foreign travel  consistently high bowel flora diversity  stools consistently screen negative for pathogens  diets do not contain known allergens gluten nuts dairy etc  generally robust individuals with healthy lifestyle Out of 20 potential donors the list was whittled down to 35 optimal candidates Statistically its difficult to figure out exactly how FMT helps In my opinion there is some kind of synergy that happens The body likely takes what it needs and ditches the rest Quantifying this is difficult because we have up to 300 species of flora in our bowels which is the whole reason why FMT is being used We cant synthetically create a better probiotic Adverse reactions are rare The worst case scenario is usually that it just doesnt work 60 response rate is still higher than the leading biologic Remicade Entyvio and Humira are all within 30 or less You basically have a 1 in 3 chance that FMT will put you in remission and 2 in 3 that you will have a beneficial impact Id say that makes it worth trying,entyvio
3134be753b65f75d1d223bd58bfedfb7521fdb76,I hope entyvio is both of your ticket to remission Moderator Ulcerative Colitis John  39 UC Proctosigmoiditis Rx Remicade 5mgskg6wks daily 75mgs 6MP 48g Lialda and 2X rowasa Im only speeding because I have to poop really really badly,entyvio
568e1f761740504cf5a994e2659c7a8a26e831f4,Thank you Betty Sue I hope your son is doing okay Stomach is still hurting  its just about tolerable when Im lying down on the sofa Trying to hold off on painkillers until the evening Gonna just drink fluids for today I think and not eat anything solid Dx Crohns in June 2000 Yay   Tried 5ASAs azathioprine 6MP Remicade methotrexate Humira diets 1st surgery 20213  subtotal colectomy with end ileostomy 2nd surgery 10715  ileorectal anastomosis Stoma reversed and ileum connected to the rectum Current status Chronic flare Do I have any other kind Current meds 50mg 6MP Entyvio started 31116,entyvio
0924d0ae56a555cfb4749751d30a4a940ae1977e,Dear chikin You might not ever poop your pants Then again you might poop them so many times you finally accept it and start to move on and enjoy the good days I used to be so squeamish about poop I remember the first time I had to do a stool test I was beside myself Does that qualify as a positive How about learning to have a sense of humor despite the sometimes horror Entyvio has been my ticket out of despair 6 infusions in I am close to remission UC pancolitis DX March 2016 Partial Colectomy for diverticulitis Sept 2014 Apriso 375 g x 4day Canasa  Uceris foam as needed Supplements Zinc Lglutamine Probiotics Reuteri pearls VSL 3 Folic Acid CoQ10 turmeric boswellia milk thistle NAC reservatol colostrum glycine Started Entyvio 32917 Constant flares since March 2016 only relieved by Prednisone,entyvio
e98803d6b8f7da7231901a9329c9f47b7a5d8c98,I have been on methotrexate a few times and it did not help at all I tried 6MP which is a different but similar drug to Imuran azathiprine I got violently ill and had to stop the medications Given my history i will probably not have multiple medications unless something new is discovered My GI says the use of the two helps many people but not all just like each biological medication doesnt help everyone Please definitely try it out Word of warning if you take gout medication like allopurinal make sure your GI knows There are bad drug interactions with some of these In my case i had to stop the allopurinal which fired off the gout and got it was horrifically painful surgeries 2 resections at terminal ilium open heart surgery infected lymphocele surgically removed crainotomy to remove benign tumor adominal hernia Failed remicade cimzia methotrexate humire 6MP entyvio G medications stelara  verapamil  quinipril labetalol clorithidone atorvastatin alluporinol elliquis Xanax ER,entyvio
320aa8689f914d1a9c4a5666447af258919bfe42,The problem is that January is far away and you will probably get approval for the humira first Then you will have to give that a fair chance so entyvio will be off the table until you know whether humira works Thats probably 23 months away Actually if humira works it is easier since you can do it at home i really hope you get approval this week I dont think Id go down to 20mg if youre having so much trouble on 30mg I usually could take no drugs and taper down to 15mg or so without any symptoms arising Thats probably what they think is the situation but its not Some people need longer on igher doses to heal It sounds like you definitely need the humira or something to get you in the position to taper Comoderator Ulcerative Colitis Currently no meds 615 Step One Jpouch Surgery Complete 915 Step Two Complete 1115 Step 3 Complete Give a man a fish and he will eat for a day teach a man to fish and he will eat for a lifetime give a man religion and he will die praying for a fish,entyvio
25ea3731b017da987b147cb05b09ee27c205c2d3,Is the 10 oxycodone I somehow managed to end up on a really high dose of oxycodone for a couple of months after my first surgery Not sure that anyone knew what they were doing tbh Long story short I did try to taper and still went through hell for a few weeks  the first week was the worst My skin was constantly alternating between hot and cold and it was mad sensitiveprickly all over I had the worst sense of restlessnessagitation ever I literally couldnt keep still and didnt get a wink of sleep at nights After that first week everything became more bearable apart from my skin  the sensitivity lasted for months unfortunately Even now 4 years on I still have a very slight residual sensitivity which is occasionally annoying but still 99 better than what it was at its height I doubt youll get the skin issue I was about 4x the dose of oxy that you were and obviously it buggered up my skin  possibly surgery had something to do with that as well damaging nerve endings perhaps But yeah I dont think it will be a fun few weeks for you in all honesty Just remember it will pass its not permanent Dx Crohns in June 2000 Yay   Tried 5ASAs azathioprine 6MP Remicade methotrexate Humira diets 1st surgery 20213  subtotal colectomy with end ileostomy 2nd surgery 10715  ileorectal anastomosis Stoma reversed and ileum connected to the rectum Current status Chronic flare Do I have any other kind Current meds 50mg 6MP Entyvio started 31116,entyvio
13f8c81392a79d02517da5f4ea42ab3788c6b718,Glad you feel up to going home Hope you can get some real rest 36yr old mother of 3 Moderate Pancolitis 1317 Hosp 1 week on Solumedrol Delzicol Apriso pred then switched to Balsazide 750 mg and Uceris 9 mg 3 wks Minor flare in August flare since Oct 20 Acute pancreatitis from Balsalazide hosp 2 days Started Humira 121517 40 mg pred waiting on Entyvio due to reaction Humira Veg gf no cows milk multi calmag Aroga Purrium,entyvio
d54941e432d1431850dc34ddf704cbd117416c7d,I didnt try it but we have a few members who have and they said it works faster than something like entyvio but not as fast as remicade Its pills so its easy enough It should be 2x a day Seems like its easy but it does come with similar potential side effects to the other biologics Most are rare Good luck Let us know how you do Moderator UC Currently no meds 615 Step 1 Jpouch Surgery Complete 915 Step 2 Complete 1115 Step 3 Complete From Sickly to UC Free Give a man a fish and he will eat for a day teach a man to fish and he will eat for a lifetime give a man religion and he will die praying for a fish,entyvio
8e0483576d6d1c83635c4797f096d7551b3fc7b7,Reply posted for redheadtn Ive been on Methotrexate for years It did have some minor side effects for me especially when I first started but now I dont feel like I have any Like with many drugs you can learn to tolerate the side effects For me it was just some mild nausea once a week after each dose Now I dont notice it anymore What also needs to be said here is that you absolutely have to be on some kind of antibody suppressent like Methotrexate while youre also taking biologics like ENtyvio and Humira If you dont supplement these together you run a much higher risk of developing antibodies against the drugs which means they could no longer be effective after a few months or years of use Also if youre participating in a clinical trial its absolutely important that you follow it to the letter or else you invalidate the results potentially affecting patients downstream I personally would love to hear about your results with this combination,entyvio
0f5011774d581f617fecb4361aaeabadeba0a6a7,Hi Peter Sorry I havent posted in a couple of days I get too tired to think of anything to say sometimes Im doing better with my Crohns but the brain fog  not so much  If you have homeless priority will you really have to wait as long as 9 months to get a place I can only speak for my council but they had band ratings of AD with A being the highest priority and D the lowest I started at band D and was facing a wait of years but due to things getting so bad at home and the police being called out a couple of times I got moved up to a band B I still expected it to take a few months but in fact I started getting offers almost immediately I was also allowed to bid up to 3 times for a place before losing my banding and going back to the bottom During this whole time I had my housing officer who was excellent as I said before Do you have a housing officer I really think you should have one if you dont Oh yeah even when I was at a band D I was told I needed to bid for a minimum of 3 properties each week even though I had zero chance of getting them I think its to demonstrate youre still interested and actively looking for a place It only took me about 5 minutes  the hardest part was remembering to bid each week cos Im inclined to forget things You arent wrong for not wanting to live in a crimeridden estate miles away from anywhere Just remember that the wait will be longer if you go for relatively nicer flatsareas but unless things are so intolerable at home the extra wait is probably worth it You seem to get on with your parents your main issue seems to be one of space More space is nice but it isnt essential If you could get to grips with your anxiety you could go for walks I actually have a larger flat than I really need or even want  its 1bedroom but the rooms are quite big But if I dont go out at least once a day by the evening Im feeling claustrophobic and restless I reckon if you could just go out and get some fresh air every day then it wouldnt seem quite so unbearably stifling at home Dunno if any of this helps  probably not  Im gonna get some lunch now Porridge I reckon its perfect cold food fare Dx Crohns in June 2000 Yay   Tried 5ASAs azathioprine 6MP Remicade methotrexate Humira diets 1st surgery 20213  subtotal colectomy with end ileostomy 2nd surgery 10715  ileorectal anastomosis Stoma reversed and ileum connected to the rectum Current status Chronic flare Do I have any other kind Current meds 50mg 6MP Entyvio started 31116,entyvio
b7e2286d155fadbc6b735c152b02bcdb4cee5d33,Im kinda in the same situation as you are My UC is being quite the pain in the ass and my doctors say Remicade isnt working for me in the long term that as soon as I drop down to 2030 mg of prednisone the symptoms come back so I feel like Im running out of options Im now to begin a new treatment most likely TofacitinibXeljanz still on trial phase I think It was either this or Entyvio Havent you tried these yet The surgery option also scares me a bit but hey look at the good things you are UCfree you most likely dont have to worry about diets so you can eat whatever you want and you stop being imunodepressed because of the meds Maybe you can ask to talk to people that have undergone surgery At least this is how I look at the situation I hope Im not giving any wrong infos Someone please correct me if Im wrong Sofia Portugal 19 Diagnosed May 2017 with UC Remicade every 6 weeks starting to not respond Currently on 40 mg Prednisone SALOFALK oral 3mg everyday Probiotic VSL3 1x day Currently stressing out about future life with UC,entyvio
86c4b58c504b4e4e04916bc2c735f2c0738b7441,I would make an appointment with your GI ASAP Technically Inflectra isnt identical to Remicade but its very similar hence the term biosimilar However your body may not be liking those small differences or perhaps you developed antibodies to the Inflectra I have no idea in all honesty But if its not any better after the 2nd or 3rd infusion I would fight to go back on the original Remicade Dx Crohns in June 2000 Yay   Tried 5ASAs azathioprine 6MP Remicade methotrexate Humira diets 1st surgery 20213  subtotal colectomy with end ileostomy 2nd surgery 10715  ileorectal anastomosis Stoma reversed and ileum connected to the rectum Current status Chronic flare Do I have any other kind Current meds 50mg 6MP Entyvio started 31116,entyvio
6aa3d3bbdce2177c6bac545065e67cf6ecb3c4eb,If youve failed remicadeinfliximab and humiraadalimumab then consider entyviovedolizumab or xeljanzTofacitinib As beave said simponiGodlimumab is yet another tnfalphablocker a sister medication to humira and remicade Moderator Ulcerative Colitis John  40 UC Proctosigmoiditis Rx Remicade 5mgskg6wks daily 75mgs 6MP 48g genericLialda and rowasa You cannot spell sUCks without UC,entyvio
99bf1a8d6194a250f96d06693cab2e73ab2f0d0a,Very interesting research by Imperial College London on Remicade  Infliximab Had been doing some reasearch as im tossing up between this and entyvio Apologies if it has been posted before httpswwwresearchgatenetpublication318146352TheriskofcancerinInflammatoryBowelDiseaseDoesinfliximabcontributetocancerrisk Definately has given me food for thought not to fear biliogics as much as I had been Actually now maybe preferring Remicade to Entyvio considering the supposed quicker results and lenth of time its been in use As I say apologies if it has been posted before Thought it may benefit someone else who is in a quandrum Quite difficult to find long term studies with clear comparative analysis on anything Regards Stephen,entyvio
b0501c212d9990ab0b0dac4e09d77bd526b66f31,The odds of a response to remicadehumiraentyvio are 65 the odds of a remission are 30ish Id say FMT results are equivalent to biologic results equivalent to mesalamine results equivalent to immunomodulator results imuran6mp Striking how regardless of method used the results are pretty much the same Gives more credence to UC being an umbrella under which multiple illnesses display the same symptoms but have different causes Moderator Ulcerative Colitis John  39 UC Proctosigmoiditis Rx Remicade 5mgskg6wks daily 75mgs 6MP 48g genericLialda and rowasa Boss makes a dollar while I make a dime and thats why I poop on companytime Post Edited iPoop  2162018 64113 AM GMT7,entyvio
